Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V)
370242,5.47,-3.91,14.59,13.76,176,3122,0.00,38.50,7.96,102,0.00,6.96,-7.98,22.31,2.18,0.00,-3.25,9.41,0.84
370485,5.47,-3.91,14.59,13.76,176,3122,0.00,39.00,7.33,102,0.00,6.82,-7.98,21.78,2.18,0.00,-3.25,9.02,0.84
370731,5.47,-3.91,14.47,13.76,176,3107,0.00,39.00,7.29,102,0.00,6.53,-8.27,20.52,2.14,0.00,-3.56,8.24,0.82
370975,6.25,-3.91,14.70,13.76,176,3110,0.00,38.50,6.62,102,0.00,6.38,-8.56,19.60,2.10,0.00,-3.87,7.84,0.80
371218,7.03,-3.91,14.70,13.76,176,3088,0.00,38.00,6.60,102,0.00,6.24,-8.56,19.26,2.08,0.00,-3.87,7.84,0.80
371461,7.03,-3.91,14.70,13.76,176,3094,0.00,38.00,6.60,102,0.00,6.09,-8.71,18.73,2.10,0.00,-3.87,7.45,0.80
371703,6.25,-3.91,14.47,13.76,176,3080,0.00,38.00,6.57,102,0.00,6.09,-8.71,18.82,2.08,0.00,-3.87,7.45,0.80
371947,5.47,-3.91,14.36,13.76,176,3081,0.00,38.00,6.56,102,0.00,6.09,-8.71,18.64,2.08,0.00,-3.56,7.45,0.80
372192,4.69,-3.91,14.36,13.76,176,3085,0.00,38.00,6.58,102,0.00,5.95,-8.71,18.73,2.08,0.00,-3.87,7.45,0.80
372436,3.91,-3.91,14.24,13.76,176,3056,0.00,38.00,6.52,102,0.00,6.09,-8.71,18.82,2.08,0.00,-3.56,7.45,0.80
372680,3.91,-3.91,14.47,13.76,176,3060,0.00,38.00,6.53,102,0.00,5.95,-8.85,18.73,2.08,0.00,-3.56,7.45,0.80
372924,3.91,-3.91,14.47,13.76,176,3064,0.00,38.00,6.50,102,0.00,5.95,-8.85,18.38,2.08,0.00,-3.56,7.45,0.80
373176,3.12,-3.91,14.47,13.76,176,3054,0.00,38.00,6.51,102,0.00,5.95,-8.71,18.56,2.08,0.00,-3.56,7.45,0.80
373423,3.12,-3.91,14.47,13.76,176,3038,0.00,38.00,6.48,102,0.00,6.09,-8.71,18.82,2.08,0.00,-3.56,7.45,0.80
373679,3.12,-3.91,14.59,13.76,176,3032,0.00,39.00,7.12,102,0.00,6.38,-8.42,20.42,2.14,0.00,-3.56,8.63,0.82
373924,2.34,-3.91,14.47,13.76,176,3044,0.00,38.00,8.40,102,0.00,6.82,-7.84,23.72,2.22,0.00,-2.94,10.20,0.86
374168,1.56,-5.47,14.36,13.76,176,3038,0.00,38.00,8.44,102,0.00,7.40,-7.40,25.26,2.26,0.00,-2.94,10.59,0.88
374411,0.00,-5.47,14.24,13.68,176,3039,0.00,38.00,8.43,102,0.00,7.69,-7.11,25.67,2.28,0.00,-2.63,10.98,0.90
374654,0.00,-5.47,14.47,13.76,176,3022,0.00,38.00,8.38,102,0.00,7.69,-7.11,26.29,2.28,0.00,-2.63,10.98,0.90
374897,-0.78,-5.47,14.36,13.76,176,3024,0.00,38.00,8.42,102,0.00,7.69,-7.11,25.35,2.24,0.00,-2.63,10.20,0.86
375141,-5.47,-3.91,13.67,13.76,176,3018,0.00,36.50,6.44,102,0.00,6.24,-9.29,15.72,1.98,0.00,-4.80,3.92,0.68
375386,-2.34,-3.91,14.81,13.76,176,3039,0.00,34.50,4.54,102,0.00,4.35,-10.45,10.49,1.78,0.00,-4.80,1.96,0.62
375628,0.00,-3.91,16.54,13.84,176,2996,0.00,31.00,0.00,102,0.00,3.77,-11.03,8.51,1.68,0.00,-4.80,0.00,0.54
375871,0.00,-3.91,23.66,13.84,176,2990,0.00,23.50,0.00,102,0.00,3.63,-11.17,7.60,1.62,0.00,-4.49,0.00,0.54
376115,0.00,-3.91,25.38,13.84,176,2958,0.00,18.00,0.00,102,0.00,3.63,-11.17,7.70,1.64,0.00,-4.49,0.00,0.54
376359,0.00,-3.91,23.43,13.84,176,2943,0.00,18.00,0.00,102,0.00,3.63,-11.17,7.74,1.64,0.00,-4.49,0.00,0.54
376602,0.00,-3.91,23.66,13.76,176,2922,0.00,18.00,0.00,102,0.00,3.63,-11.17,7.64,1.64,0.00,-4.49,0.00,0.54
376846,0.00,-3.91,23.54,13.84,176,2919,0.00,18.00,0.00,102,0.00,3.63,-11.17,7.63,1.64,0.00,-4.49,0.00,0.54
377092,0.00,-3.91,23.77,13.76,176,2889,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.67,1.64,0.00,-4.49,0.00,0.54
377335,0.00,-3.91,23.77,13.76,176,2881,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.81,1.64,0.00,-4.49,0.00,0.54
377577,0.00,-3.91,23.77,13.84,176,2852,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.70,1.64,0.00,-4.49,0.00,0.54
377823,0.00,-3.91,23.77,13.76,176,2852,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.74,1.64,0.00,-4.49,0.00,0.54
378066,0.00,-3.91,23.89,13.76,176,2820,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.77,1.62,0.00,-4.49,0.00,0.54
378311,0.00,-3.91,23.66,13.84,176,2799,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.81,1.64,0.00,-4.49,0.00,0.54
378626,0.00,-3.91,23.89,13.84,176,2787,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.81,1.62,0.00,-4.18,0.00,0.54
378871,0.00,-3.91,23.77,13.84,176,2774,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.80,1.64,0.00,-4.18,0.00,0.54
379115,0.00,-3.91,23.77,13.84,176,2751,0.00,17.50,0.00,102,0.00,3.63,-11.17,7.64,1.62,0.00,-4.18,0.00,0.54
379357,0.00,-3.91,24.00,13.84,176,2740,0.00,17.50,0.00,102,0.00,3.48,-11.17,7.60,1.64,0.00,-4.18,0.00,0.54
379601,0.00,-3.91,23.66,13.84,176,2721,0.00,17.50,0.00,102,0.00,3.48,-11.32,7.64,1.62,0.00,-4.18,0.00,0.54
379846,0.00,-3.91,23.66,13.84,176,2708,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.53,1.62,0.00,-4.18,0.00,0.54
380091,0.00,-3.91,23.66,13.92,176,2684,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.42,1.62,0.00,-4.18,0.00,0.54
380337,0.00,-3.91,23.66,13.84,176,2667,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.38,1.62,0.00,-4.18,0.00,0.54
380581,0.00,-3.91,23.54,13.84,176,2663,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.39,1.60,0.00,-4.18,0.00,0.54
380825,0.00,-3.91,23.77,13.76,176,2636,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.17,1.60,0.00,-4.18,0.00,0.54
381068,0.00,-3.91,23.77,13.84,176,2634,0.00,17.00,0.00,102,0.00,3.48,-11.32,7.03,1.58,0.00,-3.87,0.00,0.54
381316,0.00,-3.91,23.43,13.84,176,2608,0.00,17.00,0.00,102,0.00,3.48,-11.32,6.99,1.58,0.00,-3.87,0.00,0.54
381561,0.00,-3.91,23.66,13.84,176,2608,0.00,17.00,0.00,102,0.00,3.48,-11.46,6.88,1.58,0.00,-3.87,0.00,0.54
381805,0.00,-3.91,23.54,13.84,176,2583,0.00,16.50,0.00,102,0.00,3.34,-11.46,6.74,1.56,0.00,-3.87,0.00,0.54
382048,0.00,-3.91,23.54,13.84,176,2569,0.00,16.50,0.00,102,0.00,3.34,-11.46,6.56,1.56,0.00,-3.87,0.00,0.54
382291,0.00,-3.91,23.66,13.84,176,2560,0.00,16.50,0.00,102,0.00,3.34,-11.46,6.52,1.54,0.00,-3.87,0.00,0.54
382537,0.00,-3.91,23.43,13.84,176,2546,0.00,16.50,0.00,102,0.00,3.34,-11.61,6.16,1.54,0.00,-3.87,0.00,0.54
382780,0.00,-3.91,23.66,13.84,176,2523,0.00,16.50,0.00,102,0.00,3.19,-11.61,6.09,1.52,0.00,-3.87,0.00,0.54
383026,0.00,-3.91,23.31,13.84,176,2510,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.83,1.52,0.00,-3.87,0.00,0.54
383268,0.00,-3.91,23.77,13.84,176,2500,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.91,1.52,0.00,-3.87,0.00,0.54
383514,0.00,-3.91,23.89,13.76,176,2484,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.94,1.52,0.00,-3.87,0.00,0.54
383758,0.00,-3.91,23.77,13.76,176,2468,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.94,1.52,0.00,-3.56,0.00,0.54
384001,0.00,-3.91,23.66,13.84,176,2461,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.87,1.52,0.00,-3.56,0.00,0.54
384245,0.00,-3.91,23.77,13.76,176,2456,0.00,16.50,0.00,102,0.00,3.19,-11.61,5.83,1.52,0.00,-3.56,0.00,0.54
384491,0.00,-3.91,23.66,13.84,176,2440,0.00,16.50,0.00,102,0.00,3.34,-11.46,5.83,1.50,0.00,-3.56,0.00,0.54
384735,0.00,-3.91,23.66,13.84,176,2414,0.00,16.50,0.00,102,0.00,3.34,-11.46,5.91,1.52,0.00,-3.56,0.00,0.54
384980,0.00,-3.91,23.43,13.84,176,2412,0.00,16.00,0.00,102,0.00,3.34,-11.46,5.87,1.52,0.00,-3.56,0.00,0.54
385222,0.00,-3.91,23.43,13.84,176,2386,0.00,16.00,0.00,102,0.00,3.34,-11.46,5.94,1.52,0.00,-3.56,0.00,0.54
385466,0.00,-3.91,23.43,13.84,176,2382,0.00,16.00,0.00,102,0.00,3.34,-11.46,5.87,1.50,0.00,-3.56,0.00,0.54
385713,0.00,-3.91,23.66,13.84,176,2358,0.00,16.00,0.00,102,0.00,3.34,-11.46,5.91,1.52,0.00,-3.56,0.00,0.54
385957,0.00,-3.91,23.66,13.84,176,2354,0.00,16.00,0.00,102,0.00,3.34,-11.32,5.91,1.52,0.00,-3.56,0.00,0.54
386200,0.00,-3.91,23.66,13.84,176,2336,0.00,16.00,0.00,102,0.00,3.48,-11.32,5.87,1.50,0.00,-3.56,0.00,0.54
386444,0.00,-3.91,23.31,13.84,176,2322,0.00,15.50,0.00,102,0.00,3.48,-11.32,5.91,1.52,0.00,-3.56,0.00,0.54
386688,0.00,-3.91,23.66,13.76,176,2317,0.00,15.50,0.00,102,0.00,3.48,-11.32,5.91,1.52,0.00,-3.25,0.00,0.54
386931,0.00,-3.91,23.43,13.76,176,2299,0.00,15.50,0.00,102,0.00,3.48,-11.32,5.91,1.52,0.00,-3.25,0.00,0.54
387177,0.00,-3.91,23.54,13.84,176,2284,0.00,15.50,0.00,102,0.00,3.48,-11.32,5.94,1.52,0.00,-3.25,0.00,0.54
387423,0.00,-3.91,23.66,13.84,176,2271,0.00,15.50,0.00,102,0.00,3.48,-11.32,5.87,1.50,0.00,-3.25,0.00,0.54
387666,0.00,-3.91,23.54,13.84,176,2254,0.00,15.50,0.00,102,0.00,3.63,-11.17,5.94,1.52,0.00,-3.25,0.00,0.54
387911,0.00,-3.91,23.66,13.84,176,2231,0.00,15.50,0.00,102,0.00,3.63,-11.17,5.87,1.52,0.00,-3.25,0.00,0.54
388153,0.00,-3.91,23.66,13.76,176,2204,0.00,15.50,0.00,102,0.00,3.63,-11.17,5.94,1.52,0.00,-3.25,0.00,0.54
388397,0.00,-3.91,23.66,13.76,176,2187,0.00,15.50,0.00,102,0.00,3.63,-11.17,5.91,1.52,0.00,-3.25,0.00,0.54
388641,0.00,-3.91,23.54,13.84,176,2145,0.00,15.00,0.00,102,0.00,3.77,-11.03,5.94,1.52,0.00,-3.25,0.00,0.54
388888,0.00,-3.91,23.43,13.84,176,2125,0.00,15.00,0.00,102,0.00,3.77,-11.03,5.94,1.52,0.00,-2.94,0.00,0.54
389130,0.00,-3.91,23.66,13.84,176,2091,0.00,15.00,0.00,102,0.00,3.77,-11.03,5.94,1.52,0.00,-2.94,0.00,0.54
389376,0.00,-3.91,23.77,13.84,176,2056,0.00,14.50,0.00,102,0.00,3.77,-11.03,5.87,1.52,0.00,-2.94,0.00,0.54
389622,0.00,-3.91,23.54,13.84,176,2025,0.00,14.50,0.00,102,0.00,3.92,-10.88,5.94,1.52,0.00,-2.94,0.00,0.54
389868,0.00,-3.91,23.43,13.84,176,1996,0.00,14.00,0.00,102,0.00,3.92,-10.88,5.94,1.52,0.00,-2.63,0.00,0.54
390112,0.00,-3.91,23.54,13.76,176,1960,0.00,14.00,0.00,102,0.00,3.92,-10.88,6.02,1.52,0.00,-2.63,0.00,0.54
390357,0.00,-3.91,23.66,13.84,176,1933,0.00,14.00,0.00,102,0.00,3.92,-10.88,5.94,1.52,0.00,-2.63,0.00,0.54
390602,0.00,-3.91,23.77,13.84,174,1891,0.00,14.00,0.00,102,0.00,3.92,-10.88,6.02,1.52,0.00,-2.63,0.00,0.54
390847,0.00,-3.91,23.77,13.76,174,1864,0.00,14.00,0.00,102,0.00,3.92,-10.88,5.98,1.52,0.00,-2.63,0.00,0.54
391092,0.00,-3.91,23.77,13.76,174,1835,0.00,14.00,0.00,102,0.00,3.92,-10.88,5.98,1.52,0.00,-2.63,0.00,0.54
391336,0.00,-3.91,23.43,13.76,174,1805,0.00,14.00,0.00,102,0.00,3.92,-10.88,6.09,1.52,0.00,-2.32,0.00,0.54
391581,0.00,-3.91,23.77,13.76,174,1782,0.00,14.00,0.00,102,0.00,3.92,-10.88,6.02,1.52,0.00,-2.32,0.00,0.54
391825,0.00,-3.91,23.43,13.84,174,1466,0.00,21.50,0.00,102,0.00,4.21,-10.30,6.24,1.54,0.00,-2.01,0.00,0.54
392069,0.00,-3.91,23.77,13.84,174,1214,0.00,21.00,2.33,102,0.00,4.93,-9.87,6.05,1.52,0.00,-1.39,0.00,0.54
392313,0.00,-3.91,23.20,13.76,174,1296,0.00,14.50,2.47,102,0.00,4.93,-10.01,5.58,1.48,0.00,-1.39,0.00,0.54
392557,0.00,-3.91,16.42,13.76,174,1282,0.00,16.00,2.19,102,0.00,4.64,-10.16,5.47,1.48,0.00,-1.39,0.00,0.54
392802,0.00,-3.91,16.31,13.76,174,1269,0.00,16.50,2.17,102,0.00,4.64,-10.16,5.43,1.48,0.00,-1.39,0.00,0.54
393055,0.00,-3.91,15.73,13.76,174,1247,0.00,16.50,2.15,102,0.00,4.64,-10.16,5.17,1.46,0.00,-1.39,0.00,0.54
393298,0.00,-3.91,15.85,13.84,174,1220,0.00,18.50,2.10,102,0.00,4.50,-10.30,4.68,1.42,0.00,-1.39,0.00,0.54
393543,0.00,-3.91,15.85,13.84,174,1174,0.00,21.00,2.00,102,0.00,4.35,-10.45,4.46,1.40,0.00,-1.08,0.00,0.54
393786,0.00,-3.91,15.50,13.76,174,1173,0.00,20.00,2.00,102,0.00,4.50,-10.45,4.40,1.40,0.00,-1.08,0.00,0.54
394029,0.00,-3.91,15.39,13.76,174,1124,0.00,21.00,1.92,102,0.00,4.35,-10.45,4.25,1.38,0.00,-1.08,0.00,0.54
394275,0.00,-3.91,15.16,13.76,174,1131,0.00,18.50,2.37,102,0.00,4.93,-9.72,5.87,1.52,0.00,-1.08,0.00,0.54
394519,-2.34,-3.91,13.32,13.76,174,1207,0.00,13.50,2.32,102,0.00,5.37,-9.43,5.94,1.52,0.00,-1.39,0.00,0.54
394762,-2.34,-3.91,13.78,13.76,174,1114,0.00,19.50,2.38,102,0.00,5.51,-9.29,6.02,1.52,0.00,-1.08,0.00,0.54
395007,-2.34,-3.91,14.47,13.76,174,1098,0.00,19.00,2.37,102,0.00,5.66,-9.14,5.76,1.50,0.00,-1.08,0.00,0.54
395249,-2.34,-3.91,14.47,13.76,174,1082,0.00,19.00,2.31,102,0.00,5.66,-9.14,5.73,1.50,0.00,-1.08,0.00,0.54
395494,-2.34,-3.91,14.59,13.76,174,1076,0.00,19.00,2.06,102,0.00,5.66,-9.14,5.51,1.50,0.00,-1.08,0.00,0.54
395737,-2.34,-3.91,14.93,13.76,174,1044,0.00,20.00,2.23,102,0.00,5.66,-9.14,5.47,1.48,0.00,-1.08,0.00,0.54
395979,-1.56,-3.91,15.39,13.76,174,1016,0.00,20.50,2.19,102,0.00,5.66,-9.14,5.51,1.48,0.00,-1.08,0.00,0.54
396224,-1.56,-3.91,15.16,13.76,174,1016,0.00,20.00,2.17,102,0.00,5.66,-9.14,5.41,1.48,0.00,-1.08,0.00,0.54
396466,-1.56,-3.91,15.27,13.76,174,991,0.00,20.00,2.11,102,0.00,5.80,-9.00,5.54,1.48,0.00,-1.08,0.00,0.54
396711,-1.56,-3.91,14.93,13.68,174,997,0.00,17.50,2.14,102,0.00,5.80,-9.00,5.18,1.46,0.00,-1.08,0.00,0.54
396954,-1.56,-3.91,14.70,13.68,174,990,0.00,19.00,2.11,102,0.00,5.80,-9.00,5.30,1.48,0.00,-1.08,0.00,0.54
397198,-0.78,-3.91,15.04,13.76,174,971,0.00,17.00,2.07,102,0.00,5.95,-8.85,5.33,1.46,0.00,-1.08,0.00,0.54
397441,-1.56,-3.91,14.81,13.76,174,968,0.00,17.50,2.07,102,0.00,5.95,-8.85,5.27,1.46,0.00,-1.08,0.00,0.54
397686,-1.56,-3.91,14.70,13.76,174,969,0.00,17.00,2.06,102,0.00,5.95,-8.85,5.27,1.46,0.00,-1.08,0.00,0.54
397928,-1.56,-3.91,14.81,13.68,174,967,0.00,16.00,2.06,102,0.00,5.95,-8.85,5.30,1.46,0.00,-1.08,0.00,0.54
398173,-1.56,-3.91,14.93,13.76,174,962,0.00,15.50,2.05,102,0.00,5.95,-8.85,5.24,1.48,0.00,-1.08,0.00,0.54
398417,-0.78,-3.91,14.81,13.68,174,948,0.00,15.50,2.02,102,0.00,5.95,-8.85,5.30,1.46,0.00,-1.08,0.00,0.54
398661,-1.56,-3.91,14.59,13.76,174,944,0.00,15.50,2.03,102,0.00,5.95,-8.85,5.27,1.46,0.00,-1.08,0.00,0.54
398904,-1.56,-3.91,14.59,13.76,174,941,0.00,16.00,2.01,102,0.00,5.95,-8.85,5.30,1.46,0.00,-1.08,0.00,0.54
399148,-1.56,-3.91,14.59,13.76,174,944,0.00,14.50,2.01,102,0.00,5.95,-8.85,5.27,1.48,0.00,-1.08,0.00,0.54
399390,-1.56,-3.91,14.59,13.76,174,946,0.00,14.00,2.00,102,0.00,6.09,-8.71,5.34,1.48,0.00,-1.08,0.00,0.54
399635,-1.56,-3.91,14.70,13.76,174,952,0.00,12.50,2.03,102,0.00,6.09,-8.71,5.41,1.46,0.00,-1.08,0.00,0.54
399878,-1.56,-3.91,14.70,13.76,174,952,0.00,12.00,2.03,102,0.00,6.09,-8.71,5.34,1.48,0.00,-1.08,0.00,0.54
400122,-1.56,-3.91,14.59,13.84,174,939,0.00,14.00,2.00,102,0.00,6.09,-8.71,5.34,1.48,0.00,-1.08,0.00,0.54
400364,-1.56,-3.91,14.93,13.76,174,941,0.00,13.50,2.02,102,0.00,6.09,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
400608,-1.56,-3.91,14.70,13.68,174,954,0.00,12.00,2.04,102,0.00,6.09,-8.71,5.44,1.46,0.00,-1.08,0.00,0.54
400850,-1.56,-3.91,14.81,13.68,174,940,0.00,14.00,2.01,102,0.00,6.09,-8.71,5.47,1.48,0.00,-1.08,0.00,0.54
401094,-1.56,-3.91,14.81,13.68,174,941,0.00,14.00,2.03,102,0.00,6.24,-8.56,5.44,1.48,0.00,-1.08,0.00,0.54
401336,-1.56,-3.91,14.59,13.76,174,944,0.00,13.00,2.01,102,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
401580,-1.56,-3.91,14.81,13.76,174,962,0.00,13.00,2.05,102,0.00,6.24,-8.56,5.47,1.48,0.00,-1.08,0.00,0.54
401824,-1.56,-3.91,14.81,13.76,174,952,0.00,12.50,2.03,102,0.00,6.24,-8.56,5.51,1.50,0.00,-1.08,0.00,0.54
402068,-1.56,-3.91,14.93,13.76,174,948,0.00,13.00,2.02,102,0.00,6.24,-8.56,5.51,1.50,0.00,-1.08,0.00,0.54
402311,-1.56,-3.91,14.81,13.76,174,953,0.00,13.00,2.03,102,0.00,6.24,-8.56,5.47,1.48,0.00,-1.08,0.00,0.54
402555,-1.56,-3.91,14.81,13.76,174,951,0.00,13.00,2.03,102,0.00,6.24,-8.56,5.58,1.48,0.00,-1.08,0.00,0.54
402801,-1.56,-3.91,15.04,13.76,176,954,0.00,12.50,2.04,102,0.00,6.24,-8.56,5.47,1.50,0.00,-1.08,0.00,0.54
403049,-1.56,-3.91,15.16,13.76,176,960,0.00,11.50,2.05,102,0.00,6.24,-8.56,5.54,1.48,0.00,-1.08,0.00,0.54
403296,-1.56,-3.91,14.93,13.68,176,951,0.00,13.00,2.03,102,0.00,6.24,-8.56,5.58,1.48,0.00,-1.08,0.00,0.54
403545,-1.56,-3.91,14.70,13.68,176,961,0.00,12.00,2.05,102,0.00,6.24,-8.56,5.41,1.50,0.00,-1.08,0.00,0.54
403792,-1.56,-3.91,14.81,13.68,176,950,0.00,13.50,2.03,102,0.00,6.24,-8.56,5.41,1.48,0.00,-1.08,0.00,0.54
404035,-1.56,-3.91,15.04,13.68,176,954,0.00,13.00,2.01,102,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
404281,-0.78,-3.91,15.04,13.76,176,963,0.00,11.50,2.05,102,0.00,6.24,-8.71,5.54,1.50,0.00,-1.08,0.00,0.54
404523,-0.78,-3.91,14.81,13.76,176,969,0.00,12.00,2.07,102,0.00,6.09,-8.71,5.47,1.48,0.00,-1.08,0.00,0.54
404766,-0.78,-3.91,14.81,13.76,176,964,0.00,12.50,2.06,102,0.00,6.09,-8.71,5.51,1.50,0.00,-1.08,0.00,0.54
405011,-0.78,-3.91,14.81,13.76,176,965,0.00,14.00,2.06,102,0.00,6.09,-8.71,5.51,1.48,0.00,-1.08,0.00,0.54
405253,-1.56,-3.91,14.70,13.76,176,957,0.00,12.50,2.04,102,0.00,6.09,-8.71,5.51,1.48,0.00,-1.08,0.00,0.54
405497,-1.56,-3.91,14.70,13.76,176,952,0.00,14.00,2.03,102,0.00,6.09,-8.71,5.58,1.50,0.00,-1.08,0.00,0.54
405743,-1.56,-3.91,14.70,13.76,176,961,0.00,13.00,2.05,102,0.00,6.09,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
405986,-1.56,-3.91,14.70,13.76,176,978,0.00,12.50,2.09,102,0.00,6.09,-8.71,5.51,1.48,0.00,-1.08,0.00,0.54
406230,-1.56,-3.91,14.93,13.76,176,969,0.00,13.00,2.07,102,0.00,6.09,-8.71,5.51,1.48,0.00,-1.08,0.00,0.54
406474,-1.56,-3.91,14.93,13.68,176,963,0.00,13.00,2.05,102,0.00,6.09,-8.71,5.51,1.48,0.00,-1.08,0.00,0.54
406717,-0.78,-3.91,14.81,13.68,176,947,0.00,14.50,2.04,102,0.00,6.09,-8.71,5.51,1.50,0.00,-1.08,0.00,0.54
406962,-1.56,-3.91,14.59,13.76,176,962,0.00,14.00,2.05,102,0.00,6.24,-8.56,5.47,1.48,0.00,-1.08,0.00,0.54
407204,-1.56,-3.91,14.81,13.76,176,960,0.00,13.00,2.05,102,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
407449,-1.56,-3.91,14.93,13.76,176,974,0.00,11.50,2.07,102,0.00,6.09,-8.71,5.54,1.50,0.00,-1.08,0.00,0.54
407694,-1.56,-3.91,14.93,13.76,176,957,0.00,14.00,2.04,102,0.00,6.09,-8.56,5.51,1.50,0.00,-1.08,0.00,0.54
407937,-0.78,-3.91,14.93,13.68,176,984,0.00,11.00,2.31,102,0.00,6.24,-8.56,5.91,1.52,0.00,-1.08,0.00,0.54
408182,-3.12,-3.91,14.59,13.68,176,1005,0.00,9.50,2.14,102,0.00,6.09,-8.71,5.65,1.48,0.00,-1.08,0.00,0.54
408427,-1.56,-3.91,14.81,13.76,176,977,0.00,13.00,2.27,102,0.00,6.24,-8.56,5.87,1.52,0.00,-1.08,0.00,0.54
408670,-1.56,-3.91,14.93,13.76,176,996,0.00,11.00,2.12,102,0.00,6.24,-8.56,5.83,1.50,0.00,-1.08,0.00,0.54
408913,-2.34,-3.91,14.70,13.68,176,995,0.00,11.50,2.12,102,0.00,5.95,-8.85,5.58,1.50,0.00,-1.08,0.00,0.54
409158,-1.56,-3.91,15.16,13.68,176,985,0.00,12.50,2.31,102,0.00,6.24,-8.56,5.87,1.50,0.00,-1.08,0.00,0.54
409402,-2.34,-3.91,14.59,13.68,176,988,0.00,14.00,2.11,102,0.00,6.24,-8.56,5.73,1.48,0.00,-1.08,0.00,0.54
409643,-2.34,-3.91,14.70,13.76,176,972,0.00,13.50,2.07,102,0.00,6.24,-8.56,5.65,1.50,0.00,-1.08,0.00,0.54
409889,-1.56,-3.91,14.93,13.68,176,985,0.00,12.50,2.10,104,0.00,6.09,-8.71,5.62,1.48,0.00,-1.08,0.00,0.54
410131,-1.56,-3.91,15.16,13.76,176,974,0.00,13.00,2.07,104,0.00,6.09,-8.71,5.73,1.50,0.00,-1.08,0.00,0.54
410374,0.00,-3.91,15.04,13.68,176,969,0.00,13.00,2.07,104,0.00,6.09,-8.71,5.58,1.50,0.00,-1.08,0.00,0.54
410618,-1.56,-3.91,14.70,13.60,176,970,0.00,13.00,2.07,104,0.00,6.24,-8.56,5.54,1.48,0.00,-1.08,0.00,0.54
410860,-1.56,-3.91,14.70,13.68,176,958,0.00,14.00,2.04,104,0.00,6.09,-8.71,5.51,1.50,0.00,-1.08,0.00,0.54
411105,-0.78,-3.91,14.93,13.68,176,964,0.00,13.00,2.05,104,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
411347,-1.56,-3.91,14.93,13.76,176,958,0.00,13.00,2.04,104,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
411590,-2.34,-3.91,14.59,13.76,176,958,0.00,13.00,2.04,104,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
411834,-1.56,-3.91,14.81,13.68,176,946,0.00,14.00,2.00,104,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
412079,-1.56,-3.91,14.81,13.68,176,949,0.00,12.50,2.02,104,0.00,6.24,-8.56,5.54,1.48,0.00,-1.08,0.00,0.54
412322,-2.34,-3.91,14.70,13.68,176,948,0.00,13.00,2.02,104,0.00,6.24,-8.56,5.51,1.50,0.00,-1.08,0.00,0.54
412566,-2.34,-3.91,14.70,13.68,176,948,0.00,14.00,2.02,104,0.00,6.24,-8.56,5.51,1.48,0.00,-1.08,0.00,0.54
412812,-1.56,-3.91,14.81,13.76,176,950,0.00,13.00,2.04,104,0.00,6.24,-8.56,5.54,1.48,0.00,-1.08,0.00,0.54
413055,-2.34,-3.91,14.70,13.68,176,960,0.00,7.00,2.05,104,0.00,6.24,-8.85,5.30,1.44,0.00,-1.08,0.00,0.54
413297,-3.12,-3.91,14.59,13.68,176,1020,0.00,7.00,1.96,104,0.00,5.22,-9.58,4.25,1.36,0.00,-1.08,0.00,0.54
413541,-3.12,-3.91,14.36,13.68,176,1007,0.00,9.50,1.96,104,0.00,5.08,-9.72,4.68,1.42,0.00,-1.08,0.00,0.54
